date,open,high,low,close,volume,amount,outstanding_share,turnover
2024-02-28,80.0,88.0,69.0,69.68,15381375.0,1195945818.0,19943633.0,0.771242380964391
2024-02-29,62.99,74.92,60.18,70.3,13400115.0,881407177.0,19943633.0,0.6718993976674159
2024-03-01,69.0,70.3,60.34,60.48,11302044.0,725225538.0,19943633.0,0.5666993571331763
2024-03-04,58.05,62.68,58.05,58.78,8524921.0,508252244.0,19943633.0,0.42745075583771525
2024-03-05,57.65,58.12,55.15,55.32,7679466.0,433962074.0,19943633.0,0.3850585297072003
2024-03-06,55.08,56.68,53.74,55.77,6710751.0,371783035.0,19943633.0,0.33648588499397275
2024-03-07,55.2,56.2,52.7,53.41,6793565.0,369711406.0,19943633.0,0.34063828791875583
2024-03-08,52.2,53.2,51.81,51.91,4443599.0,232152846.0,19943633.0,0.22280790064678788
2024-03-11,52.01,53.18,51.82,52.95,4026213.0,212004067.0,19943633.0,0.20187961741975496
2024-03-12,52.48,55.18,52.41,54.99,5981352.0,322130817.0,19943633.0,0.2999128594073106
2024-03-13,54.5,54.7,52.9,53.06,4651502.0,249982442.0,19943633.0,0.23323243062084026
2024-03-14,52.5,52.87,49.51,49.9,4686178.0,239119667.0,19943633.0,0.23497113088673463
2024-03-15,49.75,51.2,49.62,51.08,3125618.0,157720772.0,19943633.0,0.15672259913727854
2024-03-18,52.68,52.98,51.55,51.99,3505704.0,182755469.0,19943633.0,0.17578061128581737
2024-03-19,51.37,52.38,50.98,51.1,2937424.0,151469153.0,19943633.0,0.1472863043558814
2024-03-20,51.3,51.31,50.45,50.75,2198146.0,111588452.0,19943633.0,0.11021793271065508
2024-03-21,50.73,52.98,50.57,52.96,4963954.0,257595181.0,19943633.0,0.24889918501809574
2024-03-22,52.69,52.69,50.61,50.87,3782130.0,195044522.0,19943633.0,0.18964097464087912
2024-03-25,50.57,50.57,46.83,46.85,4092916.0,197279209.0,19943633.0,0.2052241936060496
2024-03-26,46.43,47.28,44.7,45.64,2709624.0,123973879.0,19943633.0,0.13586411262180767
2024-03-27,45.39,45.45,43.6,43.61,2244108.0,99855853.0,19943633.0,0.1125225278664123
2024-03-28,43.83,47.06,43.71,45.75,3582147.0,162340610.0,19943633.0,0.17961356388778313
2024-03-29,45.2,46.18,45.03,45.45,2062981.0,94020711.0,19943633.0,0.10344058176361348
2024-04-01,46.03,46.46,45.46,46.4,2268868.0,104596857.0,19943633.0,0.11376402684505878
2024-04-02,46.18,46.94,45.6,45.76,2347683.0,108606212.0,19943633.0,0.11771591464804833
