date,open,high,low,close,volume,amount,outstanding_share,turnover
2023-01-03,20.46,21.16,20.3,21.13,762800.0,15955612.0,29721792.0,0.025664670555530435
2023-01-04,21.14,21.35,20.94,21.19,591820.0,12521813.0,29721792.0,0.019911989155970138
2023-01-05,21.19,21.36,20.91,21.28,433984.0,9204693.0,29721792.0,0.014601542195033193
2023-01-06,21.2,21.68,21.19,21.39,491258.0,10544346.0,29721792.0,0.01652854578889456
2023-01-09,21.41,21.68,21.37,21.48,335700.0,7226572.0,29721792.0,0.01129474292801726
2023-01-10,21.68,21.68,21.32,21.68,740076.0,15942103.0,29721792.0,0.02490011369435598
2023-01-11,21.44,21.64,21.11,21.16,675300.0,14422701.0,29721792.0,0.022720702708638834
2023-01-12,21.16,21.63,21.11,21.33,449000.0,9604086.0,29721792.0,0.015106760722906613
2023-01-13,21.28,21.54,21.08,21.25,388260.0,8240779.0,29721792.0,0.01306314235696152
2023-01-16,21.36,21.6,21.25,21.55,818060.0,17594803.0,29721792.0,0.02752391242089306
2023-01-17,21.56,21.77,21.42,21.57,620200.0,13375989.0,29721792.0,0.020866844098767667
2023-01-18,21.66,21.86,21.43,21.79,731780.0,15888091.0,29721792.0,0.024620991897123835
2023-01-19,21.96,21.96,21.62,21.8,707180.0,15415568.0,29721792.0,0.023793316365312026
2023-01-20,21.79,22.0,21.72,21.9,527459.0,11530205.0,29721792.0,0.017746540989183962
2023-01-30,22.14,22.55,22.14,22.34,794760.0,17780228.0,29721792.0,0.026739975839949356
2023-01-31,22.32,22.63,22.21,22.58,605359.0,13629225.0,29721792.0,0.02036751350658803
2023-02-01,22.69,22.92,22.5,22.87,798159.0,18156542.0,29721792.0,0.026854336373796035
2023-02-02,22.9,23.08,22.68,22.7,738198.0,16841715.0,29721792.0,0.02483692773302498
2023-02-03,22.8,22.98,22.29,22.45,1473220.0,33087932.0,29721792.0,0.0495669978445445
2023-02-06,22.4,22.67,22.28,22.6,925984.0,20877631.0,29721792.0,0.031155052831269393
2023-02-07,22.61,22.95,22.52,22.91,906936.0,20691569.0,29721792.0,0.030514176265011208
2023-02-08,23.0,23.0,22.66,22.74,663280.0,15107601.0,29721792.0,0.022316285639842982
2023-02-09,22.66,23.06,22.65,23.0,675169.0,15512036.0,29721792.0,0.0227162951682052
2023-02-10,23.01,23.1,22.76,22.95,827320.0,18959924.0,29721792.0,0.027835468332461245
2023-02-13,22.83,23.34,22.83,23.28,963700.0,22296620.0,29721792.0,0.03242402073199355
2023-02-14,23.52,25.84,23.22,25.35,5706234.0,140293962.0,29721792.0,0.19198822197531024
2023-02-15,25.36,25.48,24.63,24.91,3327240.0,82731340.0,29721792.0,0.11194614375876125
2023-02-16,24.85,24.91,23.52,23.73,2486981.0,60265925.0,29721792.0,0.08367533828377509
2023-02-17,23.74,24.6,23.74,24.06,1736000.0,41985354.0,29721792.0,0.05840832208232936
2023-02-20,23.83,24.39,23.6,24.2,1422181.0,34195545.0,29721792.0,0.04784977298811593
2023-02-21,24.26,24.26,23.65,23.96,1185260.0,28333502.0,29721792.0,0.039878483773791294
2023-02-22,23.96,24.08,23.61,24.04,788220.0,18872204.0,29721792.0,0.026519935271735972
2023-02-23,24.05,24.26,23.75,23.92,715209.0,17141644.0,29721792.0,0.0240634548549428
2023-02-24,23.4,23.8,23.25,23.56,1645863.0,38690784.0,29721792.0,0.05537563145586915
2023-02-27,23.51,23.56,22.95,22.96,869020.0,20181321.0,29721792.0,0.02923847929492273
2023-02-28,23.19,23.41,22.98,23.4,614149.0,14271804.0,29721792.0,0.020663256105150053
2023-03-01,23.4,23.5,23.26,23.46,512401.0,11996253.0,29721792.0,0.017239909356744035
2023-03-02,23.48,23.79,23.41,23.55,715188.0,16861495.0,29721792.0,0.024062748302659545
2023-03-03,23.6,23.79,23.22,23.27,583919.0,13677475.0,29721792.0,0.01964615727073253
