date,open,high,low,close,volume,amount,outstanding_share,turnover
2023-01-03,4.67,4.73,4.62,4.69,19581410.0,91906827.0,1465790928.0000002,0.01335893791259704
2023-01-04,4.67,4.71,4.67,4.69,12414741.0,58227426.0,1465790928.0000002,0.008469653320162996
2023-01-05,4.69,4.71,4.66,4.7,12321964.0,57708926.0,1465790928.0000002,0.008406358481705652
2023-01-06,4.68,4.7,4.6,4.63,14323450.0,66458272.0,1465790928.0000002,0.009771823338778365
2023-01-09,4.66,4.69,4.64,4.65,10267557.0,47947871.0,1465790928.0000002,0.007004789567097115
2023-01-10,4.69,4.69,4.64,4.65,8744550.0,40685224.0,1465790928.0000002,0.005965755301768383
2023-01-11,4.64,4.66,4.57,4.59,11724101.0,54227033.0,1465790928.0000002,0.007998481076695542
2023-01-12,4.61,4.62,4.51,4.56,13295988.0,60665642.0,1465790928.0000002,0.009070862526173309
2023-01-13,4.58,4.59,4.52,4.57,6613611.0,30122233.0,1465790928.0000002,0.004511974302517991
2023-01-16,4.55,4.57,4.44,4.45,15167679.0,68136576.0,1465790928.0000002,0.010347777919935386
2023-01-17,4.44,4.53,4.44,4.48,10204541.0,45662072.0,1465790928.0000002,0.006961798442785831
2023-01-18,4.48,4.48,4.4,4.43,10123384.0,44795520.0,1465790928.0000002,0.0069064310650447675
2023-01-19,4.42,4.47,4.41,4.46,7591354.0,33765219.0,1465790928.0000002,0.005179015543750179
2023-01-20,4.45,4.51,4.44,4.5,10142509.0,45367458.0,1465790928.0000002,0.006919478628400952
2023-01-30,4.52,4.55,4.49,4.5,9815718.0,44380446.0,1465790928.0000002,0.006696533463604571
2023-01-31,4.59,4.71,4.54,4.7,27138226.0,126621910.0,1465790928.0000002,0.018514390750820633
2023-02-01,4.7,4.71,4.64,4.7,16668746.0,77926082.0,1465790928.0000002,0.011371844157027008
2023-02-02,4.7,4.72,4.66,4.68,8704958.0,40765940.0,1465790928.0000002,0.0059387446283880934
2023-02-03,4.67,4.68,4.58,4.6,10375682.0,47857593.0,1465790928.0000002,0.007078555203065084
2023-02-06,4.58,4.6,4.54,4.56,9208951.0,42051855.0,1465790928.0000002,0.006282581522431143
2023-02-07,4.55,4.58,4.54,4.58,5400847.0,24629923.0,1465790928.0000002,0.003684595733833058
2023-02-08,4.57,4.59,4.52,4.52,5911430.0,26863667.0,1465790928.0000002,0.00403292849415152
2023-02-09,4.51,4.54,4.5,4.54,8600371.0,38867880.0,1465790928.0000002,0.005867392706362827
2023-02-10,4.54,4.58,4.53,4.57,7435436.0,33927889.0,1465790928.0000002,0.005072644302789681
2023-02-13,4.57,4.58,4.52,4.55,8161255.0,37054685.0,1465790928.0000002,0.005567816558351628
2023-02-14,4.57,4.57,4.53,4.55,8118416.0,36909370.0,1465790928.0000002,0.0055385906986593104
2023-02-15,4.56,4.56,4.5,4.5,8518280.0,38523870.0,1465790928.0000002,0.005811388129972107
2023-02-16,4.52,4.64,4.5,4.52,18634024.0,85332233.0,1465790928.0000002,0.01271260699192975
2023-02-17,4.53,4.54,4.45,4.45,9258983.0,41559462.0,1465790928.0000002,0.006316714630396457
2023-02-20,4.46,4.53,4.45,4.52,6388660.0,28755124.0,1465790928.0000002,0.0043585069862023314
2023-02-21,4.51,4.58,4.51,4.57,8980165.0,40856311.0,1465790928.0000002,0.006126497871188898
2023-02-22,4.55,4.57,4.53,4.54,5674930.0,25793824.0,1465790928.0000002,0.0038715821551325628
2023-02-23,4.57,4.7,4.56,4.59,16393872.0,76109443.0,1465790928.0000002,0.011184318095329347
2023-02-24,4.64,4.88,4.58,4.76,32874376.0,157003903.0,1465790928.0000002,0.022427738753203686
2023-02-27,4.76,4.88,4.74,4.82,21053141.0,101556253.0,1465790928.0000002,0.014362990381394963
2023-02-28,4.8,4.86,4.8,4.86,15794739.0,76346156.0,1465790928.0000002,0.010775574263889835
