date,open,high,low,close,volume,amount,outstanding_share,turnover
2023-01-03,37.3,38.76,36.98,38.48,4356912.0,166242069.0,446023750.0,0.00976834081144782
2023-01-04,38.63,39.43,37.79,38.26,3055690.0,117481557.0,446023750.0,0.006850958048758614
2023-01-05,38.19,39.84,38.05,39.73,4256903.0,167339885.0,446023750.0,0.009544117325590845
2023-01-06,39.52,40.58,39.32,40.15,3399960.0,136489800.0,446023750.0,0.007622822775692998
2023-01-09,40.04,41.25,39.63,40.71,4053640.0,163912418.0,446023750.0,0.009088394956546597
2023-01-10,40.61,41.31,40.11,41.06,2382236.0,97413665.0,446023750.0,0.005341051905868241
2023-01-11,41.1,42.79,40.87,41.72,4721999.0,197584435.0,446023750.0,0.010586877940916823
2023-01-12,42.45,42.52,40.88,41.6,2983733.0,123909267.0,446023750.0,0.006689628074738173
2023-01-13,41.73,41.75,40.7,41.37,2412072.0,99157620.0,446023750.0,0.005407945204711632
2023-01-16,41.14,43.0,41.14,42.39,3407004.0,144770738.0,446023750.0,0.007638615656677475
2023-01-17,42.42,43.68,42.22,43.48,3853658.0,166677502.0,446023750.0,0.008640028698023368
2023-01-18,43.48,44.22,42.93,43.5,2604757.0,113613287.0,446023750.0,0.00583995134788226
2023-01-19,43.41,44.97,43.1,44.96,3940514.0,175112932.0,446023750.0,0.00883476272283707
2023-01-20,45.03,45.41,43.8,45.11,3437084.0,153979606.0,446023750.0,0.007706056011591311
2023-01-30,45.6,46.0,43.69,43.76,4933883.0,220307911.0,446023750.0,0.01106192887710576
2023-01-31,43.87,44.6,43.41,44.11,3178259.0,140320524.0,446023750.0,0.007125761800800966
2023-02-01,44.57,45.89,44.29,45.25,3624848.0,164441818.0,446023750.0,0.008127029109996945
2023-02-02,45.5,47.4,45.26,46.25,4503529.0,208731224.0,446023750.0,0.010097060974892031
2023-02-03,46.25,47.18,45.1,46.65,4264641.0,196479431.0,446023750.0,0.009561466177529784
2023-02-06,46.65,47.6,46.02,47.36,3911976.0,183961679.0,446023750.0,0.008770779582925797
2023-02-07,47.07,47.36,46.2,47.12,3420029.0,160511809.0,446023750.0,0.007667818137487074
2023-02-08,47.12,47.27,45.7,45.71,3777864.0,174087369.0,446023750.0,0.008470096043091875
2023-02-09,45.37,47.8,45.1,47.45,4686885.0,219096716.0,446023750.0,0.010508151191500453
2023-02-10,47.35,48.39,46.85,48.05,5591019.0,266312370.0,446023750.0,0.012535249524268606
2023-02-13,47.95,48.72,46.97,47.02,3919288.0,186475321.0,446023750.0,0.008787173328774532
2023-02-14,46.93,47.67,46.28,46.83,3004607.0,140621252.0,446023750.0,0.0067364282731580995
2023-02-15,46.51,47.33,46.1,46.88,3328077.0,155577292.0,446023750.0,0.0074616587121201505
2023-02-16,46.52,47.84,45.78,46.35,3873856.0,181855196.0,446023750.0,0.008685313282084195
2023-02-17,46.27,46.63,44.56,44.58,4033376.0,181889034.0,446023750.0,0.009042962398302781
2023-02-20,44.58,45.27,43.88,44.93,3541832.0,158224782.0,446023750.0,0.00794090449219352
2023-02-21,45.16,45.8,44.02,44.66,2922240.0,131114248.0,446023750.0,0.006551758734820735
2023-02-22,44.41,45.75,44.01,45.6,2768859.0,125180327.0,446023750.0,0.006207873459653214
2023-02-23,45.34,45.68,44.92,45.11,1796051.0,81249736.0,446023750.0,0.004026805747451789
2023-02-24,45.29,46.08,44.8,45.81,2991948.0,136324189.0,446023750.0,0.006708046376454169
2023-02-27,45.66,45.72,44.57,45.41,2986363.0,134956461.0,446023750.0,0.006695524621726982
2023-02-28,45.35,46.8,45.35,46.26,3117649.0,143945499.0,446023750.0,0.006989872176089278
2023-03-01,46.17,46.48,45.38,46.0,1808959.0,83213817.0,446023750.0,0.004055745910391543
2023-03-02,46.0,46.43,44.67,44.88,2797031.0,126864593.0,446023750.0,0.006271036015458818
2023-03-03,44.74,45.41,43.74,44.34,3269365.0,144926328.0,446023750.0,0.007330024466185937
2023-03-06,44.5,45.19,43.5,44.14,4172085.0,184014679.0,446023750.0,0.009353952564185202
2023-03-07,44.1,44.76,43.52,43.78,3068935.0,135500780.0,446023750.0,0.006880653776844843
2023-03-08,43.98,47.39,43.81,45.59,5921564.0,272143868.0,446023750.0,0.013276342347240478
2023-03-09,45.48,45.78,44.8,44.9,2737424.0,123780288.0,446023750.0,0.006137395149921949
2023-03-10,44.53,45.67,44.15,44.7,2587021.0,116209833.0,446023750.0,0.005800186649253543
2023-03-13,45.28,46.52,45.04,45.95,4165430.0,190737810.0,446023750.0,0.009339031834067132
2023-03-14,46.36,46.44,44.81,45.18,4444879.0,202488395.0,446023750.0,0.009965565735008506
2023-03-15,45.41,47.15,45.18,46.2,3877862.0,179378881.0,446023750.0,0.008694294866585019
2023-03-16,46.25,49.12,46.25,47.92,7425374.0,356919177.0,446023750.0,0.01664793410664791
2023-03-17,48.46,50.5,48.0,49.52,6723545.0,331810208.0,446023750.0,0.015074410275237586
2023-03-20,49.88,50.1,48.53,49.79,4891356.0,242657739.0,446023750.0,0.010966581936500018
2023-03-21,49.76,51.35,49.4,50.63,5077444.0,255551247.0,446023750.0,0.01138379738747096
2023-03-22,50.63,51.1,50.11,50.85,2902773.0,147293916.0,446023750.0,0.006508113076938168
2023-03-23,50.81,51.88,50.5,51.45,4310240.0,221179526.0,446023750.0,0.009663700643743747
2023-03-24,51.46,51.58,49.7,50.04,4577814.0,230010352.0,446023750.0,0.010263610401912454
2023-03-27,49.98,50.68,48.73,49.26,4248058.0,209976529.0,446023750.0,0.009524286543037226
2023-03-28,49.3,49.3,48.32,48.41,2184804.0,106326214.0,446023750.0,0.004898402831687775
2023-03-29,48.5,49.92,47.83,49.55,3123165.0,153639738.0,446023750.0,0.007002239230534248
2023-03-30,49.55,49.85,48.11,48.69,3202354.0,156310375.0,446023750.0,0.007179783587757379
2023-03-31,48.82,48.95,47.9,48.9,2568879.0,124576704.0,447300000.0,0.00574307847082495
2023-04-03,48.75,49.5,47.88,47.9,5249921.0,253208538.0,447300000.0,0.011736912586630897
2023-04-04,48.13,48.5,47.31,48.19,5327634.0,255278573.0,447300000.0,0.01191065057008719
2023-04-06,48.2,50.52,47.35,50.4,8373915.0,414638604.0,447300000.0,0.01872102615694165
2023-04-07,50.47,52.88,50.47,51.91,10118704.0,524974999.0,447300000.0,0.022621739324837915
2023-04-10,52.0,54.1,50.1,50.11,6873455.0,353369998.0,447300000.0,0.015366543706684551
2023-04-11,50.1,50.9,49.32,49.84,4567456.0,228407995.0,447300000.0,0.01021116923764811
2023-04-12,50.01,51.6,49.67,51.1,5216076.0,265804672.0,447300000.0,0.011661247484909456
2023-04-13,50.81,51.21,48.9,49.24,4329811.0,214774472.0,447300000.0,0.009679881511289961
2023-04-14,49.39,49.97,48.16,49.71,4642003.0,228949522.0,447300000.0,0.010377829197406662
