date,open,high,low,close,volume,amount,outstanding_share,turnover
2024-01-26,5.89,5.98,5.87,5.97,209386150.0,1242152044.0,39250864015.0,0.005334561550542724
2024-01-29,5.99,6.09,5.98,6.04,188849038.0,1139529519.0,39250864015.0,0.004811334546109099
2024-01-30,6.03,6.07,5.95,5.99,133579069.0,803415134.0,39250864015.0,0.0034032134668157063
2024-01-31,5.98,6.03,5.94,6.0,144651806.0,866234311.0,39250864015.0,0.0036853152059205694
2024-02-01,6.0,6.02,5.96,5.98,138547123.0,830037964.0,39250864015.0,0.003529785304778341
2024-02-02,5.99,6.08,5.95,6.03,211899221.0,1278790246.0,39250864015.0,0.0053985874277575445
2024-02-05,6.04,6.17,6.03,6.15,302324353.0,1849516924.0,39250864015.0,0.007702361733603229
2024-02-06,6.15,6.25,6.14,6.19,240545806.0,1489298270.0,39250864015.0,0.00612842066121331
2024-02-07,6.19,6.2,5.93,6.08,316461064.0,1917362550.0,39250864015.0,0.008062524786182086
2024-02-08,6.05,6.06,5.91,6.01,232234201.0,1384570499.0,39250864015.0,0.00591666468568055
2024-02-19,6.01,6.25,6.0,6.25,260113495.0,1603919266.0,39250864015.0,0.006626949534170656
2024-02-20,6.28,6.38,6.22,6.35,135302874.0,854369040.0,39250864015.0,0.0034471310987776735
2024-02-21,6.32,6.46,6.31,6.41,156462510.0,1001759059.0,39250864015.0,0.003986218238156662
2024-02-22,6.43,6.43,6.36,6.4,98117681.0,627735519.0,39250864015.0,0.0024997585011760155
2024-02-23,6.41,6.53,6.4,6.49,123867823.0,803588053.0,39250864015.0,0.003155798632933609
2024-02-26,6.48,6.49,6.28,6.29,127817751.0,813627019.0,39250864015.0,0.0032564315259698113
2024-02-27,6.27,6.37,6.26,6.29,94001924.0,592575307.0,39250864015.0,0.0023949007584667813
2024-02-28,6.25,6.32,6.19,6.26,133167128.0,833409748.0,39250864015.0,0.0033927183857432853
2024-02-29,6.26,6.3,6.23,6.27,119263267.0,746690598.0,39250864015.0,0.003038487686651246
2024-03-01,6.26,6.33,6.24,6.32,108811400.0,684656162.0,39250864015.0,0.0027722039432919727
2024-03-04,6.31,6.32,6.23,6.26,118811702.0,744275595.0,39250864015.0,0.0030269830991387922
2024-03-05,6.27,6.43,6.25,6.4,151239018.0,962397962.0,39250864015.0,0.0038531385689294104
2024-03-06,6.41,6.46,6.32,6.32,103096900.0,657916384.0,39250864015.0,0.002626614791475693
2024-03-07,6.32,6.38,6.31,6.37,88851663.0,564112871.0,39250864015.0,0.0022636868061310625
2024-03-08,6.36,6.41,6.33,6.35,65397525.0,416039907.0,39250864015.0,0.001666142303899549
2024-03-11,6.36,6.39,6.31,6.34,85582133.0,542599784.0,39250864015.0,0.002180388512397948
2024-03-12,6.34,6.34,6.2,6.22,134566789.0,842099833.0,39250864015.0,0.003428377753635546
2024-03-13,6.21,6.22,6.17,6.2,84805082.0,525366753.0,39250864015.0,0.0021605914704856213
2024-03-14,6.19,6.26,6.18,6.19,75666858.0,469955462.0,39250864015.0,0.001927775601858939
2024-03-15,6.2,6.21,6.17,6.19,69179632.0,428312562.0,39250864015.0,0.0017624995967875383
2024-03-18,6.18,6.22,6.16,6.18,85269569.0,527299064.0,39250864015.0,0.002172425273680947
2024-03-19,6.18,6.19,6.12,6.13,76353489.0,469022076.0,39250864015.0,0.0019452690002141346
2024-03-20,6.12,6.21,6.1,6.21,95567787.0,589994257.0,39250864015.0,0.002434794479007598
2024-03-21,6.22,6.25,6.18,6.22,72355609.0,450190290.0,39250864015.0,0.0018434144270645554
2024-03-22,6.23,6.25,6.18,6.24,84688364.0,526916606.0,39250864015.0,0.002157617828938383
2024-03-25,6.22,6.32,6.22,6.28,113099915.0,709991519.0,39250864015.0,0.0028814630668200845
2024-03-26,6.31,6.35,6.27,6.35,108412471.0,684699313.0,39250864015.0,0.0027620403708455794
2024-03-27,6.35,6.48,6.34,6.43,145661624.0,935700300.0,39250864015.0,0.003711042486716582
2024-03-28,6.41,6.41,6.23,6.25,218772848.0,1372193988.0,39250864015.0,0.0055737078275880595
2024-03-29,6.24,6.37,6.24,6.34,118237552.0,748914418.0,39250864015.0,0.0030123553956624923
2024-04-01,6.35,6.49,6.33,6.48,132990991.0,855126348.0,39250864015.0,0.0033882309176474826
2024-04-02,6.47,6.53,6.45,6.5,105757264.0,686408949.0,39250864015.0,0.0026943932739820478
2024-04-03,6.49,6.55,6.46,6.51,95953801.0,624992128.0,39250864015.0,0.002444629014111143
2024-04-08,6.5,6.57,6.46,6.55,100181851.0,655200248.0,39250864015.0,0.0025523476619957915
